SMILES,PubChem_IUPAC_Name,PubChem_Formula,PubChem_Mass,PubChem_Title,PubChem_Description,ChEMBL_ID,ChEMBL_Name,ChEMBL_Formula,ChEMBL_Weight,ChEMBL_Type,ChEMBL_Phase,ChEMBL_Mechanism,ChEMBL_Target,LD50_studies,LC50_studies,other_tox_studies
O=C(c1c(N)c(CC(=O)N)ccc1)c1ccccc1,2-(2-amino-3-benzoylphenyl)acetamide,C15H14N2O2,254.105527694,Nepafenac,,CHEMBL1021,NEPAFENAC,C15H14N2O2,254.29,Small molecule,4.0,Cyclooxygenase inhibitor,,0.0,0.0,0.0
O([C@H]1[C@H](NCC)C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@@H]1O)[C@H]1OC[C@](O)([C@H](NC)[C@H]1O)C,"(2R,3R,4R,5R)-2-[(1S,2S,3R,4S,6R)-4-amino-3-[[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy]-6-(ethylamino)-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",C21H41N5O7,475.30059866,Netilmicin,,CHEMBL227866,,C21H41N5O7,475.59,Small molecule,,,,0.0,0.0,0.0
O=C(N)c1cccnc1,pyridine-3-carboxamide,C6H6N2O,122.048012819,Niacinamide,,CHEMBL1140,NIACINAMIDE,C6H6N2O,122.13,Small molecule,4.0,,,0.0,0.0,0.0
O(C(=O)C1=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OC)C)C)CCN(Cc1ccccc1)C,"5-O-[2-[benzyl(methyl)amino]ethyl] 3-O-methyl (4R)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C26H29N3O6,479.20563565,(R)-Nicardipine,,CHEMBL1484,NICARDIPINE,C26H29N3O6,479.53,Small molecule,4.0,,,0.0,0.0,0.0
Clc1c(NC(=O)c2c(O)ccc(Cl)c2)ccc(N(=O)=O)c1,5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,C13H8Cl2N2O4,325.9861121,Niclosamide,,CHEMBL1448,NICLOSAMIDE,C13H8Cl2N2O4,327.12,Small molecule,4.0,DNA inhibitor,,0.0,0.0,0.0
N1([C@@H](CCC1)c1cccnc1)C,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,C10H14N2,162.115698455,Nicotine,,CHEMBL3,NICOTINE,C10H14N2,162.24,Small molecule,4.0,Neuronal acetylcholine receptor; alpha4/beta2 agonist,,0.0,0.0,0.0
O(C(=O)C1=C(NC(=C([C@H]1c1c(N(=O)=O)cccc1)C(=O)OC)C)C)C,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C17H18N2O6,346.11648630,Nifedipine,,CHEMBL193,NIFEDIPINE,C17H18N2O6,346.34,Small molecule,4.0,Voltage-gated L-type calcium channel blocker,,0.0,0.0,0.0
FC(F)(F)c1cc(Nc2ncccc2C(=O)O)ccc1,2-[3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid,C13H9F3N2O2,282.06161202,Niflumic Acid,,CHEMBL63323,NIFLUMIC ACID,C13H9F3N2O2,282.22,Small molecule,2.0,,,0.0,0.0,0.0
FC(F)(F)c1cc(N2C(=O)C(NC2=O)(C)C)ccc1N(=O)=O,"5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione",C12H10F3N3O4,317.06234029,Nilutamide,,CHEMBL1274,NILUTAMIDE,C12H10F3N3O4,317.22,Small molecule,4.0,Androgen Receptor antagonist,,0.0,0.0,0.0
O(C(=O)C1=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OC)C#N)C)C(C)C,"3-O-methyl 5-O-propan-2-yl (4S)-2-cyano-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C19H19N3O6,385.12738533,"3-O-methyl 5-O-propan-2-yl (4S)-2-cyano-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",,CHEMBL517427,NILVADIPINE,C19H19N3O6,385.38,Small molecule,3.0,Voltage-gated L-type calcium channel blocker,,,,
O(C(=O)C1=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OCCOC)C)C)C(C)C,"3-O-(2-methoxyethyl) 5-O-propan-2-yl (4R)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C21H26N2O7,418.17400117,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 2-methoxyethyl 1-methylethyl ester, (4R)-",,CHEMBL1428,NIMODIPINE,C21H26N2O7,418.45,Small molecule,4.0,Mineralocorticoid receptor antagonist,,0.0,0.0,0.0
O(C(=O)C1=C(NC(=C([C@H]1c1c(N(=O)=O)cccc1)C(=O)OC)C)C)CC(C)C,"3-O-methyl 5-O-(2-methylpropyl) (4R)-2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C20H24N2O6,388.16343649,(R)-nisoldipine,,CHEMBL1726,NISOLDIPINE,C20H24N2O6,388.42,Small molecule,4.0,Voltage-gated L-type calcium channel blocker,,,,
O=C1N([C@H]2[C@@H]3CCN(C2)CC3)C[C@H]2c3c1cccc3CCC2,,,,,,CHEMBL545717,,C19H25ClN2O,332.88,Small molecule,,,,,,
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H]([N+]3(CCCCC3)C)C4)C)CC2)C[C@@H]1[N+]1(CCCCC1)C)C)C(=O)C,"[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-17-acetyloxy-10,13-dimethyl-2,16-bis(1-methylpiperidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C35H60N2O4+2,572.45530840,Pancuronium,,CHEMBL185073,PANCURONIUM,C35H60N2O4+2,572.88,Small molecule,4.0,,,0.0,0.0,0.0
[S@](=O)(c1[nH]c2c(n1)ccc(OC(F)F)c2)Cc1nccc(OC)c1OC,"6-(difluoromethoxy)-2-[(R)-(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole",C16H15F2N3O4S,383.07513347,"Pantoprazole, (R)-",,CHEMBL1502,PANTOPRAZOLE,C16H15F2N3O4S,383.38,Small molecule,4.0,,,0.0,0.0,0.0
O(c1cc2c(nccc2cc1OC)Cc1cc(OC)c(OC)cc1)C,"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline",C20H21NO4,339.14705815,Papaverine,,CHEMBL19224,PAPAVERINE,C20H21NO4,339.39,Small molecule,4.0,,,0.0,0.0,0.0
O1[C@@](CC)(C(=O)N(C1=O)C)C,"(5S)-5-ethyl-3,5-dimethyl-1,3-oxazolidine-2,4-dione",C7H11NO3,157.07389321,"(5S)-5-ethyl-3,5-dimethyl-1,3-oxazolidine-2,4-dione",,CHEMBL1100,PARAMETHADIONE,C7H11NO3,157.17,Small molecule,4.0,Voltage-gated T-type calcium channel blocker,,,,
[n+]1(ccc(c2cc[n+](cc2)C)cc1)C,1-methyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium,C12H14N2+2,186.115698455,Paraquat,,CHEMBL74469,PARAQUAT,C12H14N2+2,186.26,Small molecule,,,,0.0,0.0,0.0
OC([C@H](/C=C/[C@H]([C@@H]1[C@@]2([C@@H](CC1)/C(=C/C=C\1/C[C@@H](O)C[C@H](O)C1)/CCC2)C)C)C)(C)C,,,,,,CHEMBL1200622,PARICALCITOL,C27H44O3,416.65,Small molecule,4.0,Vitamin D receptor agonist,,,,
N(c1ccc(/N=N/c2ccccc2)cc1)(C)C,,,,,,CHEMBL263116,DIMETHYL YELLOW,C14H15N3,225.29,Small molecule,,,,,,
Fc1c(N2CCN(CC2)C)cc2n(CC)cc(c(=O)c2c1)C(=O)O,1-ethyl-6-fluoro-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid,C17H20FN3O3,333.14886967,Pefloxacin,,CHEMBL267648,PEFLOXACIN,C17H20FN3O3,333.36,Small molecule,4.0,Bacterial DNA gyrase inhibitor,,0.0,0.0,0.0
P(=O)(OCCCCCNC(=O)[C@@H](NC(=O)OCCOC)CCCCNC(=O)OCCOC)(O)C,"5-[[(2S)-2,6-bis(2-methoxyethoxycarbonylamino)hexanoyl]amino]pentoxy-methylphosphinic acid",C20H40N3O10P,513.24513148,"5-[[(2S)-2,6-bis(2-methoxyethoxycarbonylamino)hexanoyl]amino]pentoxy-methylphosphinic acid",,,,,,,,,,,,
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CCC2=O,"(4R,4aS,7aR,12bS)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",C18H21NO4,315.14705815,Oxycodone,,CHEMBL656,OXYCODONE,C18H21NO4,315.37,Small molecule,4.0,Mu opioid receptor agonist,,0.0,0.0,0.0
Oc1c(C(C)(C)C)cc(c(c1C)CC1=NCCN1)C,"6-tert-butyl-3-(4,5-dihydro-1H-imidazol-2-ylmethyl)-2,4-dimethylphenol",C16H24N2O,260.188863393,Oxymetazoline,,CHEMBL762,OXYMETAZOLINE,C16H24N2O,260.38,Small molecule,4.0,,,0.0,0.0,0.0
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)CC(=O)/C(=C\O)/C4)C)CC2)CC1)C)C,,,,,,CHEMBL1200585,OXYMETHOLONE,C21H32O3,332.48,Small molecule,4.0,Androgen Receptor agonist,,,,
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",C17H19NO4,301.13140809,Oxymorphone,,CHEMBL963,OXYMORPHONE,C17H19NO4,301.34,Small molecule,4.0,,,0.0,0.0,0.0
O[C@@](C1CCCCC1)(c1ccccc1)C(=O)OCC1=NCCCN1C,"(1-methyl-5,6-dihydro-4H-pyrimidin-2-yl)methyl (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate",C20H28N2O3,344.20999276,"(1-methyl-5,6-dihydro-4H-pyrimidin-2-yl)methyl (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate",,CHEMBL1495,OXYPHENCYCLIMINE,C20H28N2O3,344.46,Small molecule,4.0,,,0.0,0.0,0.0
O=C1Nc2c([C@@]1(c1ccc(O)cc1)c1ccc(O)cc1)cccc2,"3,3-bis(4-hydroxyphenyl)-1H-indol-2-one",C20H15NO3,317.10519334,Oxyphenisatin,,CHEMBL245807,OXYPHENISATINE,C20H15NO3,317.34,Small molecule,4.0,,,0.0,0.0,0.0
S1SC[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](CC)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)C1)CC(=O)N)CCC(=O)N)Cc1ccc(O)cc1,,,,,,CHEMBL395429,OXYTOCIN,C43H66N12O12S2,1007.21,Protein,4.0,Oxytocin receptor agonist,,,,
C(c1ccc(cc1)N)c1ccc(cc1)N,4-[(4-aminophenyl)methyl]aniline,C13H14N2,198.115698455,"4,4'-Methylenedianiline",,CHEMBL85728,"4,4'-METHYLENEDIANILINE",C13H14N2,198.27,Small molecule,,,,0.0,0.0,0.0
O1[C@H]2[C@](OC(=O)C)([C@@H]3[C@@]([C@@H](O)C2)(C(=O)[C@H](OC(=O)C)C2=C([C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@H]3OC(=O)c3ccccc3)C2(C)C)C)C)C1,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",C47H51NO14,853.33095530,Paclitaxel,,CHEMBL48,,C47H51NO14,853.92,Small molecule,,,,0.0,0.0,0.0
Fc1cc2onc([C@H]3CCN(CC3)CCc3c(=O)n4CCC[C@H](O)c4nc3C)c2cc1,"(9S)-3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-9-hydroxy-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",C23H27FN4O3,426.20671890,(S)-paliperidone,,CHEMBL1621,PALIPERIDONE,C23H27FN4O3,426.49,Small molecule,4.0,Dopamine D2 receptor antagonist,,0.0,0.0,0.0
O=c1nc([nH]c2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O)c12)N,"(2R)-2-[[4-[2-(2-amino-4-oxo-3,7-dihydropyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl]amino]pentanedioic acid",C20H21N5O6,427.14918341,"Pemetrexed, (R)-",,CHEMBL59843,,C20H21N5O6,427.42,Small molecule,,,,0.0,0.0,0.0
O=c1n2c(ncc1c1n[nH]nn1)c(ccc2)C,"9-methyl-3-(2H-tetrazol-5-yl)pyrido[1,2-a]pyrimidin-4-one",C10H8N6O,228.07595890,Pemirolast,,CHEMBL1201050,PEMIROLAST POTASSIUM,C10H7KN6O,266.31,Small molecule,4.0,Unknown,,0.0,0.0,0.0
O1[C@@H](c2ccccc2)C(=O)N=C1N,"(5S)-2-imino-5-phenyl-1,3-oxazolidin-4-one",C9H8N2O2,176.058577502,,,CHEMBL1177,PEMOLINE,C9H8N2O2,176.18,Small molecule,4.0,Unknown,,,,
OCC(CCn1c2[nH]c(nc(=O)c2nc1)N)CO,2-amino-9-[4-hydroxy-3-(hydroxymethyl)butyl]-1H-purin-6-one,C10H15N5O3,253.11748936,Penciclovir,,CHEMBL1540,PENCICLOVIR,C10H15N5O3,253.26,Small molecule,4.0,Human herpesvirus 1 DNA polymerase inhibitor,,0.0,0.0,0.0
Clc1c(cc([C@]2(O)CCN(CC2)CCC[C@@H](c2ccc(F)cc2)c2ccc(F)cc2)cc1)C(F)(F)F,"1-[4,4-bis(4-fluorophenyl)butyl]-4-[4-chloro-3-(trifluoromethyl)phenyl]piperidin-4-ol",C28H27ClF5NO,523.1701330,Penfluridol,,CHEMBL47050,PENFLURIDOL,C28H27ClF5NO,523.97,Small molecule,2.0,,,0.0,0.0,0.0
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)Cc1ccccc1,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H18N2O4S,334.09872823,Penicillin G,,CHEMBL29,BENZYLPENICILLIN,C16H18N2O4S,334.40,Small molecule,4.0,,,0.0,0.0,0.0
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)COc1ccccc1,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H18N2O5S,350.09364285,Penicillin V,,CHEMBL615,PENICILLIN V,C16H18N2O5S,350.40,Small molecule,4.0,Bacterial penicillin-binding protein inhibitor,,0.0,0.0,0.0
S(CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(=O)OCC(C)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,(3S)-4-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-[[(2S)-2-[[(2S)-3-(1H-indol-3-yl)-2-[3-(2-methylpropoxycarbonylamino)propanoylamino]propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-4-oxobutanoic acid,C37H49N7O9S,767.33124734,(3S)-4-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-[[(2S)-2-[[(2S)-3-(1H-indol-3-yl)-2-[3-(2-methylpropoxycarbonylamino)propanoylamino]propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-4-oxobutanoic acid,,,,,,,,,,0.0,0.0,0.0
O(CCCCCOc1ccc(cc1)C(=N)N)c1ccc(cc1)C(=N)N,4-[5-(4-carbamimidoylphenoxy)pentoxy]benzenecarboximidamide,C19H24N4O2,340.18992602,Pentamidine,,CHEMBL55,PENTAMIDINE,C19H24N4O2,340.43,Small molecule,4.0,,,0.0,0.0,0.0
Oc1cc2[C@]3([C@H]([C@H](N(CC3)CC=C(C)C)Cc2cc1)C)C,"(1R,9R,13R)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",C19H27NO,285.209264485,Pentazocine,,CHEMBL305593,,C19H27NO,285.43,Small molecule,,,,0.0,0.0,0.0
O=C1NC(=O)NC(=O)C1([C@@H](CCC)C)CC,"5-ethyl-5-[(2R)-pentan-2-yl]-1,3-diazinane-2,4,6-trione",C11H18N2O3,226.13174244,(+)-Pentobarbital,,CHEMBL448,PENTOBARBITAL,C11H18N2O3,226.28,Small molecule,4.0,GABA-A receptor; anion channel positive allosteric modulator,,,,
S(=O)(=O)(O)c1cc(c(cc1)C)C,"3,4-dimethylbenzenesulfonic acid",C8H10O3S,186.03506535,"3,4-dimethylbenzenesulfonic Acid",,CHEMBL1559841,,C8H9NaO3S,208.21,Small molecule,,,,,,
O1[C@@H](n2c3NC=NC[C@@H](O)c3nc2)C[C@H](O)[C@H]1CO,"(8R)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol",C11H16N4O4,268.11715500,Pentostatin,,CHEMBL360191,,C11H16N4O4,268.27,Small molecule,,,,0.0,0.0,0.0
O=c1n(CCCCC(=O)C)c(=O)n(c2ncn(c12)C)C,"3,7-dimethyl-1-(5-oxohexyl)purine-2,6-dione",C13H18N4O3,278.13789045,Pentoxifylline,,CHEMBL628,PENTOXIFYLLINE,C13H18N4O3,278.31,Small molecule,4.0,Adenosine A2 receptor antagonist,,0.0,0.0,0.0
s1c(nc(c1)c1scc(n1)C(=O)NCCCN[C@H](c1ccccc1)C)CCNC(=O)[C@@H](NC(=O)[C@@H]([C@@H](O)[C@H](NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](NC[C@H](N)C(=O)N)CC(=O)N)[C@H](O[C@@H]1O[C@H]([C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@@H]([C@@H](O)[C@H](OC(=O)N)[C@@H]1O)CO)CO)c1[nH]cnc1)C)C)[C@H](O)C,,,,,,CHEMBL1994483,,C61H90N18O25S3,1571.69,Small molecule,,,,,,
S1c2c(N(CCCN3CCN(CC3)C)c3c1cccc3)cccc2,10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine,C20H25N3S,339.17691898,Perazine,,CHEMBL1697766,PERAZINE,C20H25N3S,339.51,Small molecule,3.0,,,0.0,0.0,0.0
BrC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",C8BrF17,497.89119,Perflubron,,CHEMBL1200866,PERFLUBRON,C8BrF17,498.96,Small molecule,4.0,,,0.0,0.0,0.0
S(C[C@@H]1C[C@H]2[C@H](N(C1)CCC)Cc1c3c2cccc3[nH]c1)C,"(6aR,9R,10aR)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",C19H26N2S,314.18167001,Pergolide,,CHEMBL531,PERGOLIDE,C19H26N2S,314.50,Small molecule,4.0,,,0.0,0.0,0.0
N1[C@@H](CC(C2CCCCC2)C2CCCCC2)CCCC1,"(2R)-2-(2,2-dicyclohexylethyl)piperidine",C19H35N,277.276950121,"Perhexiline, (R)-",,CHEMBL75880,PERHEXILINE,C19H35N,277.50,Small molecule,4.0,,,,,
S1c2c(N(CCCN3CC[C@H](O)CC3)c3c1cccc3)cc(cc2)C#N,10-[3-(4-hydroxypiperidin-1-yl)propyl]phenothiazine-2-carbonitrile,C21H23N3OS,365.15618354,Periciazine,,CHEMBL251940,PERICIAZINE,C21H23N3OS,365.50,Small molecule,4.0,,,0.0,0.0,0.0
O=C1[C@H](CCc2n(c3c(c12)cccc3)C)Cn1c(ncc1)C,"(3R)-9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1H-carbazol-4-one",C18H19N3O,293.152812238,(R)-Ondansetron,,CHEMBL46,ONDANSETRON,C18H19N3O,293.37,Small molecule,4.0,Serotonin 3a (5-HT3a) receptor antagonist,,0.0,0.0,0.0
OCCN1CCN(CC1)CCCN1c2c(C=Cc3c1cccc3)cccc2,2-[4-(3-benzo[b][1]benzazepin-11-ylpropyl)piperazin-1-yl]ethanol,C23H29N3O,363.231062557,Opipramol,,CHEMBL370753,OPIPRAMOL,C23H29N3O,363.50,Small molecule,3.0,,,0.0,0.0,0.0
O([C@@H](c1c(cccc1)C)c1ccccc1)CCN(C)C,"N,N-dimethyl-2-[(R)-(2-methylphenyl)-phenylmethoxy]ethanamine",C18H23NO,269.177964357,"N,N-dimethyl-2-[(R)-(2-methylphenyl)-phenylmethoxy]ethanamine",,CHEMBL900,ORPHENADRINE,C18H23NO,269.39,Small molecule,4.0,,,,,
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)c1c(noc1C)c1ccccc1,"(2S,5R,6R)-3,3-dimethyl-6-[(5-methyl-3-phenyl-1,2-oxazole-4-carbonyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C19H19N3O5S,401.10454189,Oxacillin,,CHEMBL693,OXACILLIN SODIUM,C19H18N3NaO5S,423.43,Small molecule,,,,0.0,0.0,0.0
OCc1cc2CC[C@H](Nc2cc1N(=O)=O)CNC(C)C,"[(2S)-7-nitro-2-[(propan-2-ylamino)methyl]-1,2,3,4-tetrahydroquinolin-6-yl]methanol",C14H21N3O3,279.15829154,"{(2s)-7-Nitro-2-[(Propan-2-Ylamino)methyl]-1,2,3,4-Tetrahydroquinolin-6-Yl}methanol",,CHEMBL847,OXAMNIQUINE,C14H21N3O3,279.34,Small molecule,4.0,DNA inhibitor,,,,
O=c1n(CCCN2CCN(CC2)[C@@H](c2ccccc2)c2ccccc2)c2c([nH]1)cccc2,3-[3-(4-benzhydrylpiperazin-1-yl)propyl]-1H-benzimidazol-2-one,C27H30N4O,426.24196159,Oxatomide,,CHEMBL13828,OXATOMIDE,C27H30N4O,426.56,Small molecule,4.0,Histamine H1 receptor antagonist,,0.0,0.0,0.0
Clc1cc2C(=N[C@H](O)C(=O)Nc2cc1)c1ccccc1,"(3R)-7-chloro-3-hydroxy-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",C15H11ClN2O2,286.0509053,(R)-Oxazepam,,CHEMBL568,OXAZEPAM,C15H11ClN2O2,286.72,Small molecule,4.0,GABA-A receptor; anion channel positive allosteric modulator,,0.0,0.0,0.0
Clc1c(/C(=N/OCc2c(Cl)cc(Cl)cc2)/Cn2ccnc2)ccc(Cl)c1,,,,,,CHEMBL1262,OXICONAZOLE,C18H13Cl4N3O,429.13,Small molecule,4.0,,,,,
O(C[C@@H](O)CNC(C)C)c1c(OCC=C)cccc1,(2S)-1-(propan-2-ylamino)-3-(2-prop-2-enoxyphenoxy)propan-2-ol,C15H23NO3,265.16779360,(+)-1-(o-(Allyloxy)phenoxy)-3-(isopropylamino)propan-2-ol,,CHEMBL546,OXPRENOLOL,C15H23NO3,265.35,Small molecule,4.0,,,0.0,0.0,0.0
O[C@@](C1CCCCC1)(c1ccccc1)C(=O)OCC#CCN(CC)CC,4-(diethylamino)but-2-ynyl (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate,C22H31NO3,357.23039385,Esoxybutynin,,CHEMBL1133,OXYBUTYNIN CHLORIDE,C22H32ClNO3,393.96,Small molecule,4.0,Muscarinic acetylcholine receptor M3 antagonist,,0.0,0.0,0.0
O=C(N1[C@@H]2[C@H](C[C@H]1C(=O)O)CCCC2)[C@@H](N[C@@H](CCC)C(=O)OCC)C,"(2S,3aS,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxopentan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",C19H32N2O5,368.23112213,Perindopril,,CHEMBL1581,PERINDOPRIL,C19H32N2O5,368.47,Small molecule,4.0,,,0.0,0.0,0.0
ClC(=C[C@H]1C([C@@H]1C(=O)OCc1cc(Oc2ccccc2)ccc1)(C)C)Cl,"(3-phenoxyphenyl)methyl (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",C21H20Cl2O3,390.0789499,trans-Permethrin,,CHEMBL1525,PERMETHRIN,C21H20Cl2O3,391.29,Small molecule,4.0,Voltage-sensitive sodium channel blocker,,0.0,0.0,0.0
Clc1cc2N(CCCN3CCN(CC3)CCO)c3c(Sc2cc1)cccc3,2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol,C21H26ClN3OS,403.1485113,Perphenazine,,CHEMBL567,PERPHENAZINE,C21H26ClN3OS,403.98,Small molecule,4.0,Dopamine D2 receptor antagonist,,0.0,0.0,0.0
O=C(NC(=O)N)Cc1ccccc1,N-carbamoyl-2-phenylacetamide,C9H10N2O2,178.074227566,Phenacemide,,CHEMBL918,PHENACEMIDE,C9H10N2O2,178.19,Small molecule,4.0,Sodium channel alpha subunit blocker,,0.0,0.0,0.0
O1[C@@H]([C@H](N(CC1)C)C)c1ccccc1,"(2R,3R)-3,4-dimethyl-2-phenylmorpholine",C12H17NO,191.131014166,"(2R,3R)-3,4-dimethyl-2-phenylmorpholine",,CHEMBL1615439,PHENDIMETRAZINE,C12H17NO,191.27,Small molecule,4.0,,,,,
N(N)CCc1ccccc1,2-phenylethylhydrazine,C8H12N2,136.100048391,Phenelzine,,CHEMBL1089,PHENELZINE,C8H12N2,136.20,Small molecule,4.0,,,0.0,0.0,0.0
O=C1[C@@H](C(=O)c2c1cccc2)c1ccccc1,"2-phenylindene-1,3-dione",C15H10O2,222.068079557,Phenindione,,CHEMBL711,PHENINDIONE,C15H10O2,222.24,Small molecule,4.0,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,,0.0,0.0,0.0
O1[C@@H]([C@H](NCC1)C)c1ccccc1,"(2R,3R)-3-methyl-2-phenylmorpholine",C11H15NO,177.115364102,"(2R,3R)-3-methyl-2-phenylmorpholine",,CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,C11H16ClNO,213.71,Small molecule,4.0,Dopamine transporter inhibitor,,,,
Oc1ccccc1,phenol,C6H6O,94.041864811,Phenol,,CHEMBL14060,PHENOL,C6H6O,94.11,Small molecule,4.0,,,0.0,0.0,0.0
